stock,minute,sample,algo_buy_time,algo_sell_time,algo_buy_price,algo_sell_price,pred_buy_regret,pred_sell_regret,buy_vwof,sell_vwof,buy_micro_momentum,sell_micro_momentum,buy_spread,sell_spread,buy_threshold,sell_threshold,buy_trigger,sell_trigger
AMZN,1900-01-01 09:40:00,train,1900-01-01 09:40:16.945,1900-01-01 09:40:48.548,224.01,224.11,0.0654658067560058,0.03495946143154901,-0.029122982193371755,0.06452410383187528,0.10444730019554527,-0.014337352098408473,0.009999999999990905,0.13999999999998636,0.07735572641221891,0.049852603994784944,ridge_signal_passed_vwof_filter,ridge_signal_passed_vwof_filter
AMZN,1900-01-01 09:41:00,train,1900-01-01 09:41:24.795,1900-01-01 09:41:59.882,224.35,223.86,0.07600503070952318,0.07769413518095374,0.001126126126125809,-0.024565861922908813,0.019968152151847107,-0.001584159524838924,0.10999999999998522,0.3199999999999932,0.07735572641221891,0.049852603994784944,ridge_signal_passed_vwof_filter,fallback_last
AMZN,1900-01-01 09:42:00,train,1900-01-01 09:42:17.102,1900-01-01 09:42:53.289,223.91,223.86,0.07521011726446428,0.03979889393900587,-0.0498027613412106,0.05645030095980861,0.04153845938549239,-1.1196448213013355e-09,0.09000000000000341,0.13999999999998636,0.07735572641221891,0.049852603994784944,ridge_signal_passed_vwof_filter,ridge_signal_passed_vwof_filter
AMZN,1900-01-01 09:43:00,train,1900-01-01 09:43:26.083,1900-01-01 09:43:30.915,223.96,223.78,0.06883472726798896,0.0496988815526855,-0.07698444355802213,-0.16781193490051213,0.016666665920240575,0.013333332587222912,0.09999999999999432,0.0800000000000125,0.07735572641221891,0.049852603994784944,ridge_signal_passed_vwof_filter,ridge_signal_passed_vwof_filter
AMZN,1900-01-01 09:44:00,train,1900-01-01 09:44:27.039,1900-01-01 09:44:28.556,223.84,223.71,0.07649037171231941,0.04222810997562487,0.012105014934756781,0.04510666015306218,-0.015000013981591565,0.05426605299237508,0.12999999999999545,0.060000000000002274,0.07735572641221891,0.049852603994784944,ridge_signal_passed_vwof_filter,ridge_signal_passed_vwof_filter
AMZN,1900-01-01 09:45:00,train,1900-01-01 09:45:22.594,1900-01-01 09:45:38.932,223.77,223.5,0.07708111762905948,0.04350626811278404,0.03999999999999199,-0.038923244816289754,0.05483253481452266,-0.06081488956087355,0.12000000000000455,0.0800000000000125,0.07735572641221891,0.049852603994784944,ridge_signal_passed_vwof_filter,ridge_signal_passed_vwof_filter
AMZN,1900-01-01 09:46:00,train,1900-01-01 09:46:21.411,1900-01-01 09:46:43.636,223.66,223.61,0.0768812986687476,0.042892698301431366,-0.06927126627873798,-0.018504240555123647,0.045917429140786226,-0.045000000558957254,0.10999999999998522,0.11999999999997613,0.07735572641221891,0.049852603994784944,ridge_signal_passed_vwof_filter,ridge_signal_passed_vwof_filter
AMZN,1900-01-01 09:47:00,train,1900-01-01 09:47:15.896,1900-01-01 09:47:52.254,223.65,223.76,0.06435059116747097,0.007198180114667774,-0.07892659826359925,0.04139264990328019,0.011999999552728013,0.04106986801809853,0.03999999999999204,0.11000000000001364,0.07735572641221891,0.049852603994784944,ridge_signal_passed_vwof_filter,ridge_signal_passed_vwof_filter
AMZN,1900-01-01 09:48:00,train,1900-01-01 09:48:29.193,1900-01-01 09:48:29.193,223.85,223.74,0.06728712181520838,0.03694463223460668,-0.012795275590548032,0.009386281588445393,0.08009803904013779,-1.1189911219844362e-09,0.10999999999998522,0.10999999999998522,0.07735572641221891,0.049852603994784944,ridge_signal_passed_vwof_filter,ridge_signal_passed_vwof_filter
AMZN,1900-01-01 09:49:00,train,1900-01-01 09:49:23.639,1900-01-01 09:49:46.532,223.86,223.84,0.07480624487329483,0.034252643264303335,-0.061923583662700496,0.0,-1.1191332305315882e-09,-0.040000000746061914,0.12000000000000455,0.13999999999998636,0.07735572641221891,0.049852603994784944,ridge_signal_passed_vwof_filter,ridge_signal_passed_vwof_filter
AMZN,1900-01-01 09:50:00,train,1900-01-01 09:50:32.360,1900-01-01 09:50:32.360,223.81,223.76,0.04927450912803884,0.015544057262877026,-0.017241379310338634,-0.12645853043200048,0.07795454375803956,-0.013834951890828506,0.05000000000001137,0.05000000000001137,0.07735572641221891,0.049852603994784944,ridge_signal_passed_vwof_filter,ridge_signal_passed_vwof_filter
AMZN,1900-01-01 09:51:00,train,1900-01-01 09:51:22.732,1900-01-01 09:51:45.282,223.83,223.8,0.07063714341892684,0.04795120884104473,0.04008667388947993,-0.10270270270267186,0.02394736768474104,0.00044776008024882685,0.09000000000000341,0.1599999999999966,0.07735572641221891,0.049852603994784944,ridge_signal_passed_vwof_filter,ridge_signal_passed_vwof_filter
AMZN,1900-01-01 09:52:00,train,1900-01-01 09:52:21.930,1900-01-01 09:52:53.969,224.07,224.32,0.07085153745088987,0.02231820991211609,0.08336289464346103,0.18309859154925995,0.03192307596560795,0.041282050802664116,0.09000000000000341,0.09999999999999432,0.07735572641221891,0.049852603994784944,ridge_signal_passed_vwof_filter,ridge_signal_passed_vwof_filter
AMZN,1900-01-01 09:53:00,train,1900-01-01 09:53:20.471,1900-01-01 09:53:24.675,224.5,224.32,0.07573642809920896,0.049579456843207304,0.06386032049747335,-0.07793004704436941,-0.017500000561113893,-1.1217480277991854e-09,0.06999999999999318,0.06999999999999318,0.07735572641221891,0.049852603994784944,ridge_signal_passed_vwof_filter,ridge_signal_passed_vwof_filter
